"","V1","V2","V3","V4","number","cl","cll"
"44",121.4007376,121.49432,31.045968,30.949985,1493,121.4475288,30.9979765
"45",121.4007376,121.49432,31.141951,31.045968,2410,121.4475288,31.0939595
"46",121.4007376,121.49432,31.237934,31.141951,21206,121.4475288,31.1899425
"47",121.4007376,121.49432,31.333917,31.237934,17173,121.4475288,31.2859255
"48",121.4007376,121.49432,31.4299,31.333917,2331,121.4475288,31.3819085
"49",121.4007376,121.49432,31.525883,31.4299,21,121.4475288,31.4778915
"50",121.4007376,121.49432,31.621866,31.525883,7,121.4475288,31.5738745
"51",121.49432,121.5879024,30.758019,30.662036,0,121.5411112,30.7100275
"52",121.49432,121.5879024,30.854002,30.758019,466,121.5411112,30.8060105
"53",121.49432,121.5879024,30.949985,30.854002,80,121.5411112,30.9019935
"54",121.49432,121.5879024,31.045968,30.949985,94,121.5411112,30.9979765
"55",121.49432,121.5879024,31.141951,31.045968,1637,121.5411112,31.0939595
"56",121.49432,121.5879024,31.237934,31.141951,9207,121.5411112,31.1899425
"57",121.49432,121.5879024,31.333917,31.237934,11835,121.5411112,31.2859255
"58",121.49432,121.5879024,31.4299,31.333917,1526,121.5411112,31.3819085
"59",121.49432,121.5879024,31.525883,31.4299,0,121.5411112,31.4778915
"60",121.49432,121.5879024,31.621866,31.525883,41,121.5411112,31.5738745
"61",121.5879024,121.6814848,30.758019,30.662036,0,121.6346936,30.7100275
"62",121.5879024,121.6814848,30.854002,30.758019,2,121.6346936,30.8060105
"63",121.5879024,121.6814848,30.949985,30.854002,114,121.6346936,30.9019935
"64",121.5879024,121.6814848,31.045968,30.949985,366,121.6346936,30.9979765
"65",121.5879024,121.6814848,31.141951,31.045968,409,121.6346936,31.0939595
"66",121.5879024,121.6814848,31.237934,31.141951,2068,121.6346936,31.1899425
"67",121.5879024,121.6814848,31.333917,31.237934,2768,121.6346936,31.2859255
"68",121.5879024,121.6814848,31.4299,31.333917,432,121.6346936,31.3819085
"69",121.5879024,121.6814848,31.525883,31.4299,0,121.6346936,31.4778915
"70",121.5879024,121.6814848,31.621866,31.525883,151,121.6346936,31.5738745
"71",121.6814848,121.7750672,30.758019,30.662036,0,121.728276,30.7100275
"72",121.6814848,121.7750672,30.854002,30.758019,0,121.728276,30.8060105
"73",121.6814848,121.7750672,30.949985,30.854002,9,121.728276,30.9019935
"74",121.6814848,121.7750672,31.045968,30.949985,235,121.728276,30.9979765
"75",121.6814848,121.7750672,31.141951,31.045968,1423,121.728276,31.0939595
"76",121.6814848,121.7750672,31.237934,31.141951,1731,121.728276,31.1899425
"77",121.6814848,121.7750672,31.333917,31.237934,297,121.728276,31.2859255
"78",121.6814848,121.7750672,31.4299,31.333917,154,121.728276,31.3819085
"79",121.6814848,121.7750672,31.525883,31.4299,13,121.728276,31.4778915
"80",121.6814848,121.7750672,31.621866,31.525883,30,121.728276,31.5738745
"81",121.7750672,121.8686496,30.758019,30.662036,0,121.8218584,30.7100275
"82",121.7750672,121.8686496,30.854002,30.758019,0,121.8218584,30.8060105
"83",121.7750672,121.8686496,30.949985,30.854002,60,121.8218584,30.9019935
"84",121.7750672,121.8686496,31.045968,30.949985,68,121.8218584,30.9979765
"85",121.7750672,121.8686496,31.141951,31.045968,356,121.8218584,31.0939595
"86",121.7750672,121.8686496,31.237934,31.141951,126,121.8218584,31.1899425
"87",121.7750672,121.8686496,31.333917,31.237934,4,121.8218584,31.2859255
"88",121.7750672,121.8686496,31.4299,31.333917,26,121.8218584,31.3819085
"89",121.7750672,121.8686496,31.525883,31.4299,77,121.8218584,31.4778915
"90",121.7750672,121.8686496,31.621866,31.525883,39,121.8218584,31.5738745
"91",121.8686496,121.962232,30.758019,30.662036,0,121.9154408,30.7100275
"92",121.8686496,121.962232,30.854002,30.758019,0,121.9154408,30.8060105
"93",121.8686496,121.962232,30.949985,30.854002,500,121.9154408,30.9019935
"94",121.8686496,121.962232,31.045968,30.949985,40,121.9154408,30.9979765
"95",121.8686496,121.962232,31.141951,31.045968,0,121.9154408,31.0939595
"96",121.8686496,121.962232,31.237934,31.141951,0,121.9154408,31.1899425
"97",121.8686496,121.962232,31.333917,31.237934,1,121.9154408,31.2859255
"98",121.8686496,121.962232,31.4299,31.333917,3,121.9154408,31.3819085
"99",121.8686496,121.962232,31.525883,31.4299,3,121.9154408,31.4778915
"100",121.8686496,121.962232,31.621866,31.525883,10,121.9154408,31.5738745
